Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,59.43000030517578,59.5099983215332,58.54999923706055,59.040000915527344,49.120094299316406,4103600
2018-01-03,59.59000015258789,59.619998931884766,58.709999084472656,58.72999954223633,48.862186431884766,3118800
2018-01-04,59.0099983215332,59.61000061035156,58.630001068115234,59.40999984741211,49.42793273925781,3211100
2018-01-05,59.58000183105469,59.95000076293945,59.31999969482422,59.91999816894531,49.85224533081055,2308100
2018-01-08,59.779998779296875,60.20000076293945,59.56999969482422,60.119998931884766,50.01864242553711,3332700
2018-01-09,59.68000030517578,59.68000030517578,59.20000076293945,59.31999969482422,49.758602142333984,2865600
2018-01-10,58.88999938964844,58.959999084472656,58.36000061035156,58.630001068115234,49.17982482910156,3097200
2018-01-11,58.70000076293945,58.790000915527344,57.91999816894531,58.09000015258789,48.72685623168945,2878400
2018-01-12,58.27000045776367,58.34000015258789,57.72999954223633,57.849998474121094,48.52555465698242,2585300
2018-01-16,57.970001220703125,58.75,57.900001525878906,58.43000030517578,49.01205062866211,3961500
2018-01-17,58.66999816894531,59.4900016784668,58.4900016784668,59.119998931884766,49.59083938598633,3186500
2018-01-18,59.22999954223633,59.22999954223633,58.369998931884766,58.65999984741211,49.204986572265625,2298800
2018-01-19,58.86000061035156,59.560001373291016,58.630001068115234,59.11000061035156,49.58245849609375,4130400
2018-01-22,59.18000030517578,59.790000915527344,58.9900016784668,59.77000045776367,50.13607406616211,3154700
2018-01-23,59.5099983215332,60.060001373291016,59.18000030517578,59.790000915527344,50.152854919433594,2682900
2018-01-24,59.91999816894531,60.119998931884766,59.720001220703125,59.720001220703125,50.0941276550293,4391300
2018-01-25,59.93000030517578,60.689998626708984,59.54999923706055,60.13999938964844,50.44643020629883,2352100
2018-01-26,60.150001525878906,60.20000076293945,59.400001525878906,60.20000076293945,50.49675369262695,5439000
2018-01-29,60.349998474121094,60.4900016784668,59.52000045776367,59.58000183105469,49.97669982910156,2263400
2018-01-30,59.43000030517578,59.95000076293945,58.56999969482422,58.58000183105469,49.13787841796875,3177000
2018-01-31,58.650001525878906,58.93000030517578,58.220001220703125,58.4900016784668,49.0623893737793,3535200
2018-02-01,58.900001525878906,59.0099983215332,57.720001220703125,57.880001068115234,48.55070495605469,3538500
2018-02-02,57.59000015258789,57.599998474121094,55.880001068115234,55.95000076293945,46.93178939819336,4130200
2018-02-05,55.83000183105469,56.34000015258789,54.0099983215332,54.0099983215332,45.30448913574219,4534600
2018-02-06,53.4900016784668,55.849998474121094,52.959999084472656,55.779998779296875,46.789188385009766,5553300
2018-02-07,55.470001220703125,56.2400016784668,54.619998931884766,54.650001525878906,45.84132766723633,3502600
2018-02-08,54.75,55.27000045776367,53.959999084472656,53.9900016784668,45.2877082824707,3359600
2018-02-09,54.40999984741211,55.22999954223633,53.310001373291016,54.720001220703125,45.90004348754883,3037500
